protein,query,helper,smiles,affinity
PLAU,1SQO,CHEMBL112995,COc1cc(NC(=O)c2ccc3cc(ccc3c2)C(=N)N)cc(OC)c1,139.0
PLAU,1SQO,CHEMBL126707,COc1cc2[nH]c(cc2cc1C(=N)N)c3cccc(c3O)c4ccccc4,360.0
PLAU,1SQO,CHEMBL327715,NC(=N)c1ccc2[nH]c(nc2c1)c3cccc(c3O)c4ccccc4,400.0
PLAU,1SQO,CHEMBL125153,NC(=N)c1ccc2[nH]c(cc2c1Cl)c3cccc(c3O)c4ccccc4,490.0
PLAU,1SQO,CHEMBL92251,NC(=N)c1ccc2[nH]c(nc2c1)c3cc(Cl)cc(c3O)c4ccccc4,500.0
PLAU,1SQO,CHEMBL104937,NC(=N)c1ccc2cc(ccc2c1)C(=O)Nc3ccccc3,631.0
PLAU,1SQT,CHEMBL3289041,N[C@@H]1CC[C@H](CC1)NC(=O)c2cc(Oc3ccc(cc3)C(=N)N)cc(Oc4ccc(cc4)C(=O)N)c2,1.0
PLAU,1SQT,CHEMBL3289044,NCCC(=O)Nc1ccc(Oc2cc(Oc3ccc(cc3)C(=N)N)cc(c2)C(=O)N[C@@H]4CC[C@@H](N)CC4)cc1,2.0
PLAU,1SQT,CHEMBL3289039,N[C@@H]1CC[C@H](CC1)NC(=O)c2cc(Oc3ccc(N)cc3)cc(Oc4ccc(cc4)C(=N)N)c2,4.0
PLAU,1SQT,CHEMBL3289024,NCCC1CCN(CC1)C(=O)c2cc(Oc3ccc(cc3)C(=N)N)cc(Oc4ccc(cc4)C(=N)N)c2,4.0
PLAU,1SQT,CHEMBL96433,NC(=N)c1ccc2[nH]c(cc2c1)c3cccc(c3O)c4ccccc4,8.0
PLAU,1SQT,CHEMBL339902,NC(=N)c1cc2cc([nH]c2cc1Cl)c3cccc(c3O)c4ccccc4,9.0
PLAU,1SQT,CHEMBL3289037,NC(=N)c1ccc(Oc2cc(NS(=O)(=O)c3ccc4ccccc4c3)cc(Oc5ccc(cc5)C(=N)N)c2)cc1,13.0
PLAU,1SQT,CHEMBL127909,NC(=N)c1cc2cc([nH]c2cc1F)c3cccc(c3O)c4ccccc4,20.0
PLAU,1SQT,CHEMBL111576,NC(=N)Nc1ncc(Cl)c2ccc(cc12)c3cccc(c3)C(=O)O,37.0
PLAU,1SQT,CHEMBL52427,Cc1cc(c(O)c(c1)c2cc3cc(ccc3[nH]2)C(=N)N)c4ccccc4,38.0
PLAU,1SQT,CHEMBL324168,NCc1ccc(NC(=O)c2ccc3cc(ccc3c2)C(=N)N)cc1,40.0
PLAU,1SQT,CHEMBL91962,NC(=N)c1ccc2[nH]c(cc2c1)c3cc(Br)cc(c3O)c4ccccc4,43.0
PLAU,1SQT,CHEMBL92883,NC(=N)c1ccc2[nH]c(cc2c1)c3cc(Cl)cc(c3O)c4ccccc4,55.0
PLAU,1SQT,CHEMBL127278,Cc1cc2[nH]c(cc2cc1C(=N)N)c3cccc(c3O)c4ccccc4,100.0
PLAU,1SQT,CHEMBL112995,COc1cc(NC(=O)c2ccc3cc(ccc3c2)C(=N)N)cc(OC)c1,139.0
PLAU,1SQT,CHEMBL126707,COc1cc2[nH]c(cc2cc1C(=N)N)c3cccc(c3O)c4ccccc4,360.0
PLAU,1SQT,CHEMBL327715,NC(=N)c1ccc2[nH]c(nc2c1)c3cccc(c3O)c4ccccc4,400.0
PLAU,1SQT,CHEMBL125153,NC(=N)c1ccc2[nH]c(cc2c1Cl)c3cccc(c3O)c4ccccc4,490.0
PLAU,1SQT,CHEMBL92251,NC(=N)c1ccc2[nH]c(nc2c1)c3cc(Cl)cc(c3O)c4ccccc4,500.0
PLAU,1SQT,CHEMBL104937,NC(=N)c1ccc2cc(ccc2c1)C(=O)Nc3ccccc3,631.0
PLAU,1W0Z,CHEMBL3289041,N[C@@H]1CC[C@H](CC1)NC(=O)c2cc(Oc3ccc(cc3)C(=N)N)cc(Oc4ccc(cc4)C(=O)N)c2,1.0
PLAU,1W0Z,CHEMBL3289044,NCCC(=O)Nc1ccc(Oc2cc(Oc3ccc(cc3)C(=N)N)cc(c2)C(=O)N[C@@H]4CC[C@@H](N)CC4)cc1,2.0
PLAU,1W0Z,CHEMBL3289039,N[C@@H]1CC[C@H](CC1)NC(=O)c2cc(Oc3ccc(N)cc3)cc(Oc4ccc(cc4)C(=N)N)c2,4.0
PLAU,1W0Z,CHEMBL3289024,NCCC1CCN(CC1)C(=O)c2cc(Oc3ccc(cc3)C(=N)N)cc(Oc4ccc(cc4)C(=N)N)c2,4.0
PLAU,1W0Z,CHEMBL3289040,N[C@@H]1CC[C@H](CC1)NC(=O)c2cc(Oc3ccc(cc3)C(=N)N)cc(Oc4ccc(N)nc4)c2,5.0
PLAU,1W0Z,CHEMBL3289298,NCc1ccc(Oc2cc(Oc3ccc(cc3)C(=N)N)cc(c2)C(=O)N[C@@H]4CC[C@@H](N)CC4)cc1,5.0
PLAU,1W0Z,CHEMBL3289026,CCOC(=O)N1CCC(CC1)NC(=O)c2cc(Oc3ccc(cc3)C(=N)N)cc(Oc4ccc(cc4)C(=N)N)c2,6.0
PLAU,1W0Z,CHEMBL3289042,N[C@@H]1CC[C@H](CC1)NC(=O)c2cc(OCc3ccc(cc3)C(=N)N)cc(Oc4ccc(cc4)C(=N)N)c2,7.0
PLAU,1W0Z,CHEMBL158405,C[C@H](NC(=O)[C@@H](CO)NS(=O)(=O)Cc1ccccc1)C(=O)NCc2ccc(cc2)C(=N)N,7.7
PLAU,1W0Z,CHEMBL3289045,N[C@@H]1CC[C@H](CC1)NC(=O)c2cc(OCc3ccc(Br)nc3)cc(Oc4ccc(cc4)C(=N)N)c2,8.0
PLAU,1W0Z,CHEMBL96433,NC(=N)c1ccc2[nH]c(cc2c1)c3cccc(c3O)c4ccccc4,8.0
PLAU,1W0Z,CHEMBL3289032,NCCC(=O)N1CCC(CC1)C(=O)Nc2cc(Oc3ccc(cc3)C(=N)N)cc(Oc4ccc(cc4)C(=N)N)c2,9.0
PLAU,1W0Z,CHEMBL3289017,NC(=N)c1ccc(Oc2cc(Oc3ccc(cc3)C(=N)N)cc(c2)C(=O)NC4CCCCC4)cc1,9.0
PLAU,1W0Z,CHEMBL3289022,NCCCN1CCC(CC1)NC(=O)c2cc(Oc3ccc(cc3)C(=N)N)cc(Oc4ccc(cc4)C(=N)N)c2,9.0
PLAU,1W0Z,CHEMBL3289021,NC(=N)c1ccc(Oc2cc(Oc3ccc(cc3)C(=N)N)cc(c2)C(=O)NC4CCN(CCO)CC4)cc1,9.0
PLAU,1W0Z,CHEMBL3289300,N[C@@H]1CC[C@H](CC1)NC(=O)c2cc(OCc3ccc(cc3)C(=N)N)cc(OCc4ccc(cc4)C(=N)N)c2,15.0
PLAU,1W0Z,CHEMBL238902,C[C@H](NC(=O)[C@@H](CO)NS(=O)(=O)Cc1ccccc1)C(=O)NCc2ccc(NC(=N)N)cc2,16.0
PLAU,1W0Z,CHEMBL252937,NC(=N)c1ccc(CNC(=O)[C@H](CO)NC(=O)[C@@H](CO)NS(=O)(=O)Cc2ccccc2)cc1,20.0
PLAU,1W0Z,CHEMBL376763,C[C@H](N(Cc1ccccc1)S(=O)(=O)c2ccc3c(Cl)cnc(N=C(N)N)c3c2)C(=O)O,27.0
PLAU,1W0Z,CHEMBL227995,NC(=Nc1ncc(Cl)c2ccc(cc12)S(=O)(=O)N(CC(=O)O)Cc3ccccc3)N,35.0
PLAU,1W11,CHEMBL3289041,N[C@@H]1CC[C@H](CC1)NC(=O)c2cc(Oc3ccc(cc3)C(=N)N)cc(Oc4ccc(cc4)C(=O)N)c2,1.0
PLAU,1W11,CHEMBL3289044,NCCC(=O)Nc1ccc(Oc2cc(Oc3ccc(cc3)C(=N)N)cc(c2)C(=O)N[C@@H]4CC[C@@H](N)CC4)cc1,2.0
PLAU,1W11,CHEMBL3289039,N[C@@H]1CC[C@H](CC1)NC(=O)c2cc(Oc3ccc(N)cc3)cc(Oc4ccc(cc4)C(=N)N)c2,4.0
PLAU,1W11,CHEMBL3289024,NCCC1CCN(CC1)C(=O)c2cc(Oc3ccc(cc3)C(=N)N)cc(Oc4ccc(cc4)C(=N)N)c2,4.0
PLAU,1W11,CHEMBL3289040,N[C@@H]1CC[C@H](CC1)NC(=O)c2cc(Oc3ccc(cc3)C(=N)N)cc(Oc4ccc(N)nc4)c2,5.0
PLAU,1W11,CHEMBL3289298,NCc1ccc(Oc2cc(Oc3ccc(cc3)C(=N)N)cc(c2)C(=O)N[C@@H]4CC[C@@H](N)CC4)cc1,5.0
PLAU,1W11,CHEMBL3289026,CCOC(=O)N1CCC(CC1)NC(=O)c2cc(Oc3ccc(cc3)C(=N)N)cc(Oc4ccc(cc4)C(=N)N)c2,6.0
PLAU,1W11,CHEMBL3289042,N[C@@H]1CC[C@H](CC1)NC(=O)c2cc(OCc3ccc(cc3)C(=N)N)cc(Oc4ccc(cc4)C(=N)N)c2,7.0
PLAU,1W11,CHEMBL96433,NC(=N)c1ccc2[nH]c(cc2c1)c3cccc(c3O)c4ccccc4,8.0
PLAU,1W11,CHEMBL3289045,N[C@@H]1CC[C@H](CC1)NC(=O)c2cc(OCc3ccc(Br)nc3)cc(Oc4ccc(cc4)C(=N)N)c2,8.0
PLAU,1W11,CHEMBL3289017,NC(=N)c1ccc(Oc2cc(Oc3ccc(cc3)C(=N)N)cc(c2)C(=O)NC4CCCCC4)cc1,9.0
PLAU,1W11,CHEMBL3289021,NC(=N)c1ccc(Oc2cc(Oc3ccc(cc3)C(=N)N)cc(c2)C(=O)NC4CCN(CCO)CC4)cc1,9.0
PLAU,1W11,CHEMBL3289022,NCCCN1CCC(CC1)NC(=O)c2cc(Oc3ccc(cc3)C(=N)N)cc(Oc4ccc(cc4)C(=N)N)c2,9.0
PLAU,1W11,CHEMBL3289032,NCCC(=O)N1CCC(CC1)C(=O)Nc2cc(Oc3ccc(cc3)C(=N)N)cc(Oc4ccc(cc4)C(=N)N)c2,9.0
PLAU,1W11,CHEMBL339902,NC(=N)c1cc2cc([nH]c2cc1Cl)c3cccc(c3O)c4ccccc4,9.0
PLAU,1W11,CHEMBL3289300,N[C@@H]1CC[C@H](CC1)NC(=O)c2cc(OCc3ccc(cc3)C(=N)N)cc(OCc4ccc(cc4)C(=N)N)c2,15.0
PLAU,1W11,CHEMBL238902,C[C@H](NC(=O)[C@@H](CO)NS(=O)(=O)Cc1ccccc1)C(=O)NCc2ccc(NC(=N)N)cc2,16.0
PLAU,1W11,CHEMBL252937,NC(=N)c1ccc(CNC(=O)[C@H](CO)NC(=O)[C@@H](CO)NS(=O)(=O)Cc2ccccc2)cc1,20.0
PLAU,1W11,CHEMBL376763,C[C@H](N(Cc1ccccc1)S(=O)(=O)c2ccc3c(Cl)cnc(N=C(N)N)c3c2)C(=O)O,27.0
PLAU,1W11,CHEMBL227995,NC(=Nc1ncc(Cl)c2ccc(cc12)S(=O)(=O)N(CC(=O)O)Cc3ccccc3)N,35.0
PTPN1,1BZJ,CHEMBL326115,NC(=O)[C@H](Cc1ccc(cc1)C(F)(F)P(=O)(O)O)NC(=O)[C@H](CC(=O)O)NC(=O)Cc2ccc(cc2)C(F)(F)P(=O)(O)O,2.4
PTPN1,1BZJ,CHEMBL541953,CC(=O)N[C@H](Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)c3ccccc13)C(=O)NCCCCCOc4cc5ccccc5cc4C(=O)O,22.0
PTPN1,1BZJ,CHEMBL198940,CN(C)S(=O)(=O)c1ccc(CN(Cc2ccc(c(Br)c2)C(F)(F)P(=O)(O)O)S(=O)(=O)c3ccc(OCC(=O)O)cc3)cc1,28.0
PTPN1,1BZJ,CHEMBL1162226,NS(=O)(=O)C(F)(F)c1cc(ccc1Br)c2ccc(CSCc3ccc(c(Br)c3)C(F)(F)P(=O)(O)O)cc2,30.0
PTPN1,1BZJ,CHEMBL372592,CN(Cc1ccccc1)C(=O)CN(Cc2ccc(c(Br)c2)C(F)(F)P(=O)(O)O)S(=O)(=O)c3ccc(OCC(=O)O)cc3,31.0
PTPN1,1BZJ,CHEMBL371929,OC(=O)COc1ccc(cc1)S(=O)(=O)N(Cc2ccc(cc2)c3csnn3)Cc4ccc(c(Br)c4)C(F)(F)P(=O)(O)O,35.0
PTPN1,1BZJ,CHEMBL198939,COc1cc(CN(Cc2ccc(cc2)c3csnn3)S(=O)(=O)c4ccc(OCC(=O)O)cc4)ccc1C(F)(F)P(=O)(O)O,60.0
PTPN1,1BZJ,CHEMBL198882,OC(=O)COc1ccc(cc1)S(=O)(=O)N(Cc2ccc(cc2)c3csnn3)Cc4ccc(cc4)C(F)(F)P(=O)(O)O,74.0
PTPN1,1BZJ,CHEMBL1242362,OC(=O)c1cccc2c1oc3ccc(cc23)c4csc(n4)c5ccc(cc5)N6CCCC6,82.0
PTPN1,1BZJ,CHEMBL1242553,OC(=O)c1cccc2c1oc3ccc(cc23)c4csc(n4)c5ccc(cc5)N6CCCCC6,121.0
PTPN1,1BZJ,CHEMBL1241314,OC(=O)[C@@H](Cc1ccccc1)C(=O)c2c(Br)cc(cc2Br)c3nc(cs3)c4ccc5oc6c(cccc6c5c4)C(=O)O,177.0
PTPN1,1BZJ,CHEMBL196268,CS(=O)(=O)Nc1ccc(CN(Cc2ccc(cc2)C(F)(F)P(=O)(O)O)S(=O)(=O)c3ccc(OCC(=O)O)cc3)cc1,180.0
PTPN1,1BZJ,CHEMBL1242457,Nc1ccc(cc1)c2nc(cs2)c3ccc4oc5c(cccc5c4c3)C(=O)O,185.0
PTPN1,1BZJ,CHEMBL1242552,OC(=O)c1cccc2c1oc3ccc(cc23)c4csc(n4)c5ccc(cc5)[N+](=O)[O-],201.0
PTPN1,1BZJ,CHEMBL369943,OP(=O)(O)C(F)(F)c1ccc(CN(Cc2ccc(cc2)c3csnn3)S(=O)(=O)c4ccccc4)cc1,210.0
PTPN1,1BZJ,CHEMBL197681,OC(=O)COc1ccc(cc1)S(=O)(=O)N(Cc2ccc(cc2)C(F)(F)P(=O)(O)O)c3ccc(cc3)c4csnn4,220.0
PTPN1,1BZJ,CHEMBL1242363,CN(C)c1ccc(cc1)c2nc(cs2)c3ccc4oc5c(cccc5c4c3)C(=O)O,257.0
PTPN1,1BZJ,CHEMBL1242642,OC(=O)c1cccc2c1oc3ccc(cc23)c4csc(n4)c5ccc(cc5)N6CCOCC6,280.0
PTPN1,1BZJ,CHEMBL1242735,OC(=O)c1ccc(cc1)c2nc(cs2)c3ccc4oc5c(cccc5c4c3)C(=O)O,388.0
PTPN1,1BZJ,CHEMBL1242736,OC(=O)c1cccc2c1oc3ccc(cc23)c4csc(n4)c5ccc(I)cc5,395.0
PTPN1,1C83,CHEMBL541953,CC(=O)N[C@H](Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)c3ccccc13)C(=O)NCCCCCOc4cc5ccccc5cc4C(=O)O,22.0
PTPN1,1C83,CHEMBL285307,OC(=O)c1ccc(cc1O)S(=O)(=O)Oc2c(Br)cc(cc2Br)c3ccc(cc3)c4c(Cc5ccccc5)sc6ccccc46,30.0
PTPN1,1C83,CHEMBL592245,Cc1cc(C[C@H](NS(=O)(=O)c2ccccc2)c3nc4ccccc4[nH]3)ccc1N5CC(=O)NS5(=O)=O,32.0
PTPN1,1C83,CHEMBL1241315,CCc1cc(C[C@H]2NC(=O)CN(CCCCOc3cccc(O)c3C(=O)OC)C2=O)ccc1N(C(=O)C(=O)O)c4ccccc4C(=O)O,38.0
PTPN1,1C83,CHEMBL3822604,COC(=O)CN(c1ccc(CN(c2ccc(OCc3ccc(C)cc3)c(c2)C(=O)OC)S(=O)(=O)Cc4ccccc4)cc1)S(=O)(=O)C,50.0
PTPN1,1C83,CHEMBL564124,OC(=O)[C@@H]1Cc2ccc(NC(=O)CCCC[C@@H]3CCSS3)cc2CO1,51.63
PTPN1,1C83,CHEMBL284763,OC(=O)CNc1cc(ccc1OCCc2ccccc2)c3ccc(cc3)c4c(Cc5ccccc5)oc6ccccc46,81.28
PTPN1,1C83,CHEMBL197681,OC(=O)COc1ccc(cc1)S(=O)(=O)N(Cc2ccc(cc2)C(F)(F)P(=O)(O)O)c3ccc(cc3)c4csnn4,220.0
PTPN1,1C83,CHEMBL3634592,CCOc1ccc(cc1)S(=O)(=O)N(Cc2ccc(cc2)N(CC(=O)OC)S(=O)(=O)C)c3ccc(CN(Cc4ccccc4)S(=O)(=O)C)cc3,222.0
PTPN1,1C83,CHEMBL3634591,COC(=O)CN(c1ccc(CN(c2ccc(CN(Cc3ccccc3)S(=O)(=O)C)cc2)S(=O)(=O)c4ccc(OC)cc4)cc1)S(=O)(=O)C,346.0
PTPN1,1C83,CHEMBL3824236,COC(=O)CN(c1ccc(CN(c2ccc(OCc3ccccc3)c(c2)C(=O)OC)S(=O)(=O)Cc4ccccc4)cc1)S(=O)(=O)C,355.0
PTPN1,1C83,CHEMBL1086020,OC(=O)\C=C\C(=O)Nc1cc(ccc1O)c2ccc(cc2)c3c(Cc4ccccc4)oc5ccccc35,457.09
PTPN1,1C83,CHEMBL3634683,CCOc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)N(Cc3ccc(cc3)N(CC(=O)OC)S(=O)(=O)CC)S(=O)(=O)Cc4ccccc4,470.0
PTPN1,1C83,CHEMBL3634681,COC(=O)CN(c1ccc(CN(c2ccc(cc2)N(Cc3ccccc3)S(=O)(=O)C)S(=O)(=O)Cc4ccccc4)cc1)S(=O)(=O)C,492.0
PTPN1,1C83,CHEMBL2436037,OC(=O)c1ccc(F)cc1NC(=O)c2nc(sc2c3ccccc3)[C@H](Cc4ccc(OCc5ccccc5)cc4)NC(=O)CCc6c[nH]c7ccccc67,540.0
PTPN1,1C83,CHEMBL2436038,OC(=O)c1ccc(Cl)cc1NC(=O)c2nc(sc2c3ccccc3)[C@H](Cc4ccc(OCc5ccccc5)cc4)NC(=O)CCc6c[nH]c7ccccc67,710.0
PTPN1,1C83,CHEMBL3634594,CCCCOc1ccc(cc1)S(=O)(=O)N(Cc2ccc(cc2)N(CC(=O)OC)S(=O)(=O)C)c3ccc(CN(Cc4ccccc4)S(=O)(=O)C)cc3,896.0
PTPN1,1C83,CHEMBL3634593,CCCOc1ccc(cc1)S(=O)(=O)N(Cc2ccc(cc2)N(CC(=O)OC)S(=O)(=O)C)c3ccc(CN(Cc4ccccc4)S(=O)(=O)C)cc3,902.0
PTPN1,1C83,CHEMBL24098,OC(=O)CCC(=O)Nc1cc(ccc1O)c2ccc(cc2)c3c(Cc4ccccc4)oc5ccccc35,912.01
PTPN1,1C83,CHEMBL3823340,CCCOc1ccc(cc1C(=O)OC)N(Cc2ccc(cc2)N(CC(=O)OC)S(=O)(=O)C)S(=O)(=O)Cc3ccccc3,936.0
PTPN1,1C84,CHEMBL541953,CC(=O)N[C@H](Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)c3ccccc13)C(=O)NCCCCCOc4cc5ccccc5cc4C(=O)O,22.0
PTPN1,1C84,CHEMBL1241315,CCc1cc(C[C@H]2NC(=O)CN(CCCCOc3cccc(O)c3C(=O)OC)C2=O)ccc1N(C(=O)C(=O)O)c4ccccc4C(=O)O,38.0
PTPN1,1C84,CHEMBL284763,OC(=O)CNc1cc(ccc1OCCc2ccccc2)c3ccc(cc3)c4c(Cc5ccccc5)oc6ccccc46,81.28
PTPN1,1C84,CHEMBL1242362,OC(=O)c1cccc2c1oc3ccc(cc23)c4csc(n4)c5ccc(cc5)N6CCCC6,82.0
PTPN1,1C84,CHEMBL1242553,OC(=O)c1cccc2c1oc3ccc(cc23)c4csc(n4)c5ccc(cc5)N6CCCCC6,121.0
PTPN1,1C84,CHEMBL280198,OC(=O)CCNc1cc(ccc1OCCc2ccccc2)c3ccc(cc3)c4c(Cc5ccccc5)oc6ccccc46,141.25
PTPN1,1C84,CHEMBL284363,OC(=O)c1ccccc1C(=O)Nc2cc(ccc2O)c3ccc(cc3)c4c(Cc5ccccc5)oc6ccccc46,158.49
PTPN1,1C84,CHEMBL1241314,OC(=O)[C@@H](Cc1ccccc1)C(=O)c2c(Br)cc(cc2Br)c3nc(cs3)c4ccc5oc6c(cccc6c5c4)C(=O)O,177.0
PTPN1,1C84,CHEMBL1242457,Nc1ccc(cc1)c2nc(cs2)c3ccc4oc5c(cccc5c4c3)C(=O)O,185.0
PTPN1,1C84,CHEMBL1242552,OC(=O)c1cccc2c1oc3ccc(cc23)c4csc(n4)c5ccc(cc5)[N+](=O)[O-],201.0
PTPN1,1C84,CHEMBL1242363,CN(C)c1ccc(cc1)c2nc(cs2)c3ccc4oc5c(cccc5c4c3)C(=O)O,257.0
PTPN1,1C84,CHEMBL1242642,OC(=O)c1cccc2c1oc3ccc(cc23)c4csc(n4)c5ccc(cc5)N6CCOCC6,280.0
PTPN1,1C84,CHEMBL1242735,OC(=O)c1ccc(cc1)c2nc(cs2)c3ccc4oc5c(cccc5c4c3)C(=O)O,388.0
PTPN1,1C84,CHEMBL1242736,OC(=O)c1cccc2c1oc3ccc(cc23)c4csc(n4)c5ccc(I)cc5,395.0
PTPN1,1C84,CHEMBL1242826,OC(=O)c1cccc2c1oc3ccc(cc23)c4csc(n4)c5cccc(I)c5,425.0
PTPN1,1C84,CHEMBL1086020,OC(=O)\C=C\C(=O)Nc1cc(ccc1O)c2ccc(cc2)c3c(Cc4ccccc4)oc5ccccc35,457.09
PTPN1,1C84,CHEMBL1242458,Cc1ccc(cc1)c2nc(cs2)c3ccc4oc5c(cccc5c4c3)C(=O)O,515.0
PTPN1,1C84,CHEMBL1241469,OC(=O)\C=C\c1cccc(c1)c2nc(cs2)c3ccc4oc5c(cccc5c4c3)C(=O)O,551.0
PTPN1,1C84,CHEMBL1242827,OC(=O)\C=C\c1ccc(cc1)c2nc(cs2)c3ccc4oc5c(cccc5c4c3)C(=O)O,620.0
PTPN1,1C84,CHEMBL24098,OC(=O)CCC(=O)Nc1cc(ccc1O)c2ccc(cc2)c3c(Cc4ccccc4)oc5ccccc35,912.01
PTPN1,1C86,CHEMBL326115,NC(=O)[C@H](Cc1ccc(cc1)C(F)(F)P(=O)(O)O)NC(=O)[C@H](CC(=O)O)NC(=O)Cc2ccc(cc2)C(F)(F)P(=O)(O)O,2.4
PTPN1,1C86,CHEMBL426373,CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4.5
PTPN1,1C86,CHEMBL1162223,NS(=O)(=O)c1cc(ccc1Br)c2ccc(CSCc3ccc(c(Br)c3)C(F)(F)P(=O)(O)O)cc2,6.0
PTPN1,1C86,CHEMBL541953,CC(=O)N[C@H](Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)c3ccccc13)C(=O)NCCCCCOc4cc5ccccc5cc4C(=O)O,22.0
PTPN1,1C86,CHEMBL371929,OC(=O)COc1ccc(cc1)S(=O)(=O)N(Cc2ccc(cc2)c3csnn3)Cc4ccc(c(Br)c4)C(F)(F)P(=O)(O)O,35.0
PTPN1,1C86,CHEMBL1241315,CCc1cc(C[C@H]2NC(=O)CN(CCCCOc3cccc(O)c3C(=O)OC)C2=O)ccc1N(C(=O)C(=O)O)c4ccccc4C(=O)O,38.0
PTPN1,1C86,CHEMBL200117,CCCCCCCCCCCCCCc1ccc(cc1)C(=O)c2ccc3c(nocc23)c4ccc(OCC(=O)O)cc4,140.0
PTPN1,1C86,CHEMBL371026,CCCCCCCCCCCCCCC(=O)c1ccc2c(nocc12)c3ccc(OCC(=O)O)cc3,270.0
PTPN1,1C86,CHEMBL110642,CCCCCCCCCCCCCCCC(=O)C1=C(O)C(=C)OC1=O,400.0
PTPN1,1C86,CHEMBL2436037,OC(=O)c1ccc(F)cc1NC(=O)c2nc(sc2c3ccccc3)[C@H](Cc4ccc(OCc5ccccc5)cc4)NC(=O)CCc6c[nH]c7ccccc67,540.0
PTPN1,1C86,CHEMBL583504,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6cnn(C(=O)c7cccnc7)c6C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)O,640.0
PTPN1,1C86,CHEMBL2436038,OC(=O)c1ccc(Cl)cc1NC(=O)c2nc(sc2c3ccccc3)[C@H](Cc4ccc(OCc5ccccc5)cc4)NC(=O)CCc6c[nH]c7ccccc67,710.0
PTPN1,1C86,CHEMBL2263120,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)OCCCCCCCCCCC(=O)O,720.0
PTPN1,1C86,CHEMBL2436043,OC(=O)c1ccc(NC(=O)c2nc(sc2c3ccccc3)[C@H](Cc4ccc(OCc5ccccc5)cc4)NC(=O)CCc6c[nH]c7ccccc67)c(F)c1,770.0
PTPN1,1C86,CHEMBL3427224,CCCCCCCCCCCCCCCC(=O)C1=C(O)OC2(CCCC2)OC1=O,800.0
PTPN1,1C86,CHEMBL201662,COc1ccc(cc1)C(=O)c2ccc3c(nocc23)c4ccc(OCC(=O)O)cc4,800.0
PTPN1,1C86,CHEMBL583505,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6cnn(C(=O)c7ccncc7)c6C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)O,810.0
PTPN1,1C86,CHEMBL184444,COC(=O)c1c(O)cccc1OC\C=C\c2cccc(c2)c3onc(C(=O)O)c3CO,920.0
PTPN1,1C86,CHEMBL197929,OC(=O)COc1ccc(cc1)S(=O)(=O)N(Cc2ccc(cc2)C(F)(F)P(=O)(O)O)Cc3cccs3,1000.0
PTPN1,1C86,CHEMBL508583,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)NCCCNCCCCNCCCN)OS(=O)(=O)O,1000.0
PTPN1,1C88,CHEMBL326115,NC(=O)[C@H](Cc1ccc(cc1)C(F)(F)P(=O)(O)O)NC(=O)[C@H](CC(=O)O)NC(=O)Cc2ccc(cc2)C(F)(F)P(=O)(O)O,2.4
PTPN1,1C88,CHEMBL426373,CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,4.5
PTPN1,1C88,CHEMBL1162223,NS(=O)(=O)c1cc(ccc1Br)c2ccc(CSCc3ccc(c(Br)c3)C(F)(F)P(=O)(O)O)cc2,6.0
PTPN1,1C88,CHEMBL381584,[Na+].Fc1cccc(c1)S(=O)(=O)N[C@@H](Cc2ccc([C@@H]3CC(=O)[N-]S3(=O)=O)c(F)c2)c4nc5ccccc5[nH]4,15.0
PTPN1,1C88,CHEMBL541953,CC(=O)N[C@H](Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)c3ccccc13)C(=O)NCCCCCOc4cc5ccccc5cc4C(=O)O,22.0
PTPN1,1C88,CHEMBL371929,OC(=O)COc1ccc(cc1)S(=O)(=O)N(Cc2ccc(cc2)c3csnn3)Cc4ccc(c(Br)c4)C(F)(F)P(=O)(O)O,35.0
PTPN1,1C88,CHEMBL1241315,CCc1cc(C[C@H]2NC(=O)CN(CCCCOc3cccc(O)c3C(=O)OC)C2=O)ccc1N(C(=O)C(=O)O)c4ccccc4C(=O)O,38.0
PTPN1,1C88,CHEMBL200117,CCCCCCCCCCCCCCc1ccc(cc1)C(=O)c2ccc3c(nocc23)c4ccc(OCC(=O)O)cc4,140.0
PTPN1,1C88,CHEMBL371026,CCCCCCCCCCCCCCC(=O)c1ccc2c(nocc12)c3ccc(OCC(=O)O)cc3,270.0
